data_hora,prev_s_pratico,prev_fmc
2025-10-17 17:00:00,38.02394249819064,5.836257767629007
2025-10-17 18:00:00,38.0229857324668,5.8446533405789864
2025-10-17 19:00:00,38.02206055279485,5.847414020636876
2025-10-17 20:00:00,38.02114527700857,5.8480382720857165
2025-10-17 21:00:00,38.020233106610455,5.847852512184062
2025-10-17 22:00:00,38.019321909914574,5.847359642377029
2025-10-17 23:00:00,38.01841101852547,5.846750334085641
2025-10-18 00:00:00,38.01750022286606,5.84609687899075
2025-10-18 01:00:00,38.01658945722295,5.845426685956767
2025-10-18 02:00:00,38.015678700991515,5.844750146855063
2025-10-18 03:00:00,38.014767947711135,5.844071201687996
2025-10-18 04:00:00,38.01385719535607,5.843391344278757
2025-10-18 05:00:00,38.012946443291135,5.8427111409995405
2025-10-18 06:00:00,38.01203569131718,5.842030806586251
2025-10-18 07:00:00,38.01112493937174,5.84135042245444
2025-10-18 08:00:00,38.01021418743525,5.840670019472185
2025-10-18 09:00:00,38.009303435501565,5.83998960934295
2025-10-18 10:00:00,38.00839268356876,5.839309196503962
2025-10-18 11:00:00,38.00748193163622,5.838628782637613
2025-10-18 12:00:00,38.006571179703776,5.8379483683817455
2025-10-18 13:00:00,38.00566042777136,5.837267953978198
2025-10-18 14:00:00,38.00474967583895,5.836587539518661
2025-10-18 15:00:00,38.00383892390654,5.835907125037892
2025-10-18 16:00:00,38.00292817197413,5.835226710549051
2025-10-18 17:00:00,38.00201742004173,5.8345462960571695
2025-10-18 18:00:00,38.00110666810932,5.8338658815641224
2025-10-18 19:00:00,38.000195916176914,5.833185467070649
2025-10-18 20:00:00,37.99928516424451,5.832505052577005
2025-10-18 21:00:00,37.9983744123121,5.8318246380833045
2025-10-18 22:00:00,37.997463660379694,5.831144223589575
2025-10-18 23:00:00,37.99655290844729,5.830463809095846
2025-10-19 00:00:00,37.99564215651488,5.829783394602089
2025-10-19 01:00:00,37.99473140458248,5.829102980108331
2025-10-19 02:00:00,37.99382065265007,5.828422565614574
2025-10-19 03:00:00,37.99290990071766,5.827742151120816
2025-10-19 04:00:00,37.99199914878526,5.8270617366270585
2025-10-19 05:00:00,37.99108839685285,5.826381322133301
2025-10-19 06:00:00,37.99017764492044,5.825700907639543
2025-10-19 07:00:00,37.98926689298804,5.825020493145786
2025-10-19 08:00:00,37.98835614105563,5.824340078652028
2025-10-19 09:00:00,37.98744538912323,5.823659664158271
2025-10-19 10:00:00,37.98653463719082,5.822979249664513
2025-10-19 11:00:00,37.98562388525841,5.822298835170756
2025-10-19 12:00:00,37.98471313332601,5.821618420676998
2025-10-19 13:00:00,37.9838023813936,5.8209380061832405
2025-10-19 14:00:00,37.98289162946119,5.820257591689483
2025-10-19 15:00:00,37.98198087752879,5.819577177195725
2025-10-19 16:00:00,37.98107012559638,5.818896762701968
